full_name,pos,stub,year,game_date,game_num,week_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,fumbles,fumbles_lost,fumbles_forced,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,top_n,reason,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td,pass_defended,offense,off_pct,defense,def_pct,special_teams,st_pct,punt,punt_yds,punt_yds_per_punt,punt_blocked,xpm,xpa,xp_perc,fgm,fga,fg_perc,safety_md,unique_id
Shaun McDonald,WR,/players/M/McDoSh00.htm,,88 Games,,,,,,,38-50-0,,11,16,1.45,0,376,220,2490,11.32,11,58.5%,6.62,,,,,,,,,,,,,,,,,11,66,13,7,0,1,0,0,False,,0.0,2,0,2,0,0,72,452,6.28,0,,,,,,,,,,,,,,,,,,,,,,"Shaun McDonald,,WR,"
Mewelde Moore,RB,/players/M/MoorMe00.htm,,122 Games,,,,,,,70-52-0,,507,2267,4.47,6,288,220,1952,8.87,8,76.4%,6.78,2,4,50.00,21,2,0,105.2,0,0,5.25,15.25,47,839,17.85,0,2,16,100,8,3,0,2,0,0,False,,0.0,4,2,6,0,0,83,792,9.54,2,,,,,,,,,,,,,,,,,,,,,,"Mewelde Moore,,RB,"
Jesse Chatman,RB,/players/C/ChatJe00.htm,,58 Games,,,,,,,21-37-0,,212,951,4.49,4,49,39,281,7.21,0,79.6%,5.73,,,,,,,,,,,,8,151,18.88,0,,4,24,1,0,0,1,0,0,False,,0.0,34,3,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Jesse Chatman,,RB,"
Steve Heiden,TE,/players/H/HeidSt00.htm,,148 Games,,,,,,,50-98-0,,,,,,303,201,1689,8.40,14,66.3%,5.57,,,,,,,,,,,,1,11,11.00,0,1,14,86,2,2,1,2,0,0,False,,0.0,15,1,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Steve Heiden,,TE,"
Aaron Stecker,RB,/players/S/StecAa00.htm,,129 Games,,,,,,,63-66-0,,386,1526,3.95,8,216,166,1175,7.08,3,76.9%,5.44,,,,,,,,,,,,170,3934,23.14,1,,12,72,12,8,1,1,0,0,False,,0.0,44,5,49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Aaron Stecker,,RB,"
Kevin Curtis,WR,/players/C/CurtKe00.htm,,81 Games,,,,,,,40-40-1,,9,39,4.33,1,424,253,3297,13.03,20,59.7%,7.78,,,,,,,,,,,,9,188,20.89,0,1,23,140,4,3,0,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kevin Curtis,,WR,"
Clarence Moore,WR,/players/M/MoorCl00.htm,,29 Games,,,,,,,18-11-0,,,,,,83,29,353,12.17,5,34.9%,4.25,,,,,,,,,,,,,,,,1,5,32,,,,,,,False,,0.0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarence Moore,,WR,"
Reche Caldwell ,WR,/players/C/CaldRe00.htm,,71 Games,,,,,,,39-32-0,,14,108,7.71,0,273,152,1851,12.18,11,55.7%,6.78,1,1,100.00,20,0,0,118.7,0,0,20.00,20.00,12,319,26.58,0,2,11,70,6,5,0,0,0,0,False,,0.0,3,0,3,0,0,2,-2,-1.00,0,,,,,,,,,,,,,,,,,,,,,,"Reche Caldwell ,,WR,"
Bobby Wade,WR,/players/W/WadeBo00.htm,,102 Games,,,,,,,49-53-0,,22,93,4.23,0,441,244,2858,11.71,9,55.3%,6.48,,,,,,,,,,,,50,1194,23.88,0,,10,60,22,7,0,5,0,0,False,,0.0,2,0,2,0,0,78,660,8.46,1,,,,,,,,,,,,,,,,,,,,,,"Bobby Wade,,WR,"
Verron Haynes,RB,/players/H/HaynVe00.htm,,68 Games,,,,,,,40-27-1,,174,738,4.24,3,85,61,449,7.36,2,71.8%,5.28,,,,,,,,,,,,,,,,,5,30,5,4,0,0,0,0,False,,0.0,30,2,32,0,0,1,5,5.00,0,,,,,,,,,,,,,,,,,,,,,,"Verron Haynes,,RB,"
Mark Campbell,TE,/players/C/CampMa00.htm,,111 Games,,,,,,,46-65-0,,,,,,231,146,1356,9.29,12,63.2%,5.87,,,,,,,,,,,,9,79,8.78,0,,12,72,1,0,0,0,0,0,False,,0.0,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Mark Campbell,,TE,"
Ken Dorsey,QB,/players/D/DorsKe00.htm,,17 Games,,,,,,,2-15-0,,11,18,1.64,0,,,,,,,,214,408,52.45,2082,8,18,55.2,25,172,5.10,3.51,,,,,,,,9,4,0,0,-6,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ken Dorsey,,QB,"
Quentin Griffin,RB,/players/G/GrifQu00.htm,,16 Games,,,,,,,10-6-0,,179,656,3.66,2,25,18,129,7.17,1,72.0%,5.16,,,,,,,,,,,,4,52,13.00,0,,3,18,6,4,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quentin Griffin,,RB,"
Kris Mangum,TE,/players/M/MangKr00.htm,,126 Games,,,,,,,58-68-0,,,,,,252,151,1424,9.43,9,59.9%,5.65,,,,,,,,,,,,4,41,10.25,0,,9,54,0,0,1,0,0,0,False,,0.0,14,2,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kris Mangum,,TE,"
Eli Manning ,QB,/players/M/MannEl00.htm,,236 Games,,,,,,,118-118-0,,315,567,1.80,7,,,,,,,,4895,8119,60.29,57023,366,244,84.1,411,2870,7.02,6.57,,,,,,7,42,117,53,0,5,-40,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eli Manning ,,QB,"
Derick Armstrong ,WR,/players/A/ArmsDe00.htm,,35 Games,,,,,,,9-26-0,,,,,,64,45,605,13.44,2,70.3%,9.45,,,,,,,,,,,,,,,,,2,12,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Derick Armstrong ,,WR,"
Darius Watts,WR,/players/W/WattDa00.htm,,22 Games,,,,,,,15-7-0,,5,33,6.60,0,57,33,407,12.33,1,57.9%,7.14,,,,,,,,,,,,,,,,,1,6,1,0,0,0,0,0,False,,0.0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darius Watts,,WR,"
Randy Hymes,WR,/players/H/HymeRa00.htm,,37 Games,,,,,,,17-20-0,,,,,,92,43,578,13.44,4,46.7%,6.28,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,4,24,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randy Hymes,,WR,"
Willie Parker,RB,/players/P/ParkWi00.htm,,79 Games,,,,,,,52-27-0,,1253,5378,4.29,24,121,84,697,8.30,5,69.4%,5.76,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,29,174,17,9,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Willie Parker,,RB,"
Cadillac Williams,RB,/players/W/WillCa02.htm,,81 Games,,,,,,,32-49-0,,1055,4038,3.83,21,207,148,1002,6.77,4,71.5%,4.84,,,,,,,,,,,,,,,,,25,150,12,9,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cadillac Williams,,RB,"
Heath Miller,TE,/players/M/MillHe00.htm,,168 Games,,,,,,,107-61-0,,2,8,4.00,0,825,592,6569,11.10,45,71.8%,7.96,,,,,,,,,,,,,,,,3,45,276,7,5,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Heath Miller,,TE,"
Corey McIntyre,,/players/M/McInCo00.htm,,107 Games,,,,,,,37-70-0,,9,39,4.33,1,25,16,109,6.81,0,64.0%,4.36,,,,,,,,,,,,4,65,16.25,0,,1,6,1,1,0,1,0,0,False,,0.0,52,12,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Corey McIntyre,,,"
Sean McHugh,,/players/M/McHuSe00.htm,,40 Games,,,,,,,21-19-0,,,,,,39,23,301,13.09,0,59.0%,7.72,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Sean McHugh,,,"
Ronnie Brown,RB,/players/B/BrowRo05.htm,,132 Games,,,,,,,63-69-0,,1281,5391,4.21,38,314,246,1966,7.99,2,78.3%,6.26,4,12,33.33,63,2,0,91.3,2,17,5.25,8.58,8,141,17.63,0,1,40,242,14,11,0,1,0,0,False,,0.0,1,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ronnie Brown,,RB,"
Ernest Wilford,WR,/players/W/WilfEr00.htm,,87 Games,,,,,,,52-35-0,,,,,,286,156,2145,13.75,15,54.5%,7.50,,,,,,,,,,,,2,0,0.00,0,1,15,92,1,1,0,0,0,0,False,,0.0,5,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ernest Wilford,,WR,"
Samkon Gado,RB,/players/G/GadoSa00.htm,,42 Games,,,,,,,8-34-0,,268,972,3.63,11,52,43,292,6.79,1,82.7%,5.62,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,80,20.00,0,1,12,74,6,1,0,0,0,0,False,,0.0,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Samkon Gado,,RB,"
Chris Simms,QB,/players/S/SimmCh00.htm,,23 Games,,,,,,,10-13-0,,33,48,1.45,1,1,1,-3,-3.00,0,100.0%,-3.00,297,511,58.12,3117,12,18,69.1,49,361,6.10,4.98,,,,,,1,6,10,7,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris Simms,,QB,"
Marion Barber III,RB,/players/B/BarbMa01.htm,,99 Games,,,,,,,58-41-0,,1156,4780,4.13,53,233,179,1330,7.43,6,76.8%,5.71,0,1,0.00,0,0,0,39.6,1,3,0.00,0.00,3,58,19.33,0,,59,354,15,6,0,0,0,0,False,,0.0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion Barber III,,RB,"
David Garrard,QB,/players/G/GarrDa00.htm,,86 Games,,,,,,,44-42-0,,380,1746,4.59,17,1,1,-6,-6.00,0,100.0%,-6.00,1406,2281,61.64,16003,89,54,85.8,179,1115,7.02,6.73,,,,,3,17,108,44,21,0,1,-16,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"David Garrard,,QB,"
Brooks Bollinger,QB,/players/B/BollBr00.htm,,21 Games,,,,,,,5-16-0,,41,155,3.78,0,,,,,,,,211,360,58.61,2226,9,9,74.6,49,301,6.18,5.56,,,,,1,0,2,4,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks Bollinger,,QB,"
Frank Gore,RB,/players/G/GoreFr00.htm,,241 Games,,,,,,,116-124-1,,3735,16000,4.28,81,697,484,3985,8.23,18,69.4%,5.72,,,,,,,,,,,,,,,,1,100,602,47,30,0,0,7,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frank Gore,,RB,"
Greg Jones,RB,/players/J/JoneGr01.htm,,131 Games,,,,,,,57-74-0,,272,913,3.36,10,115,73,471,6.45,3,63.5%,4.10,,,,,,,,,,,,10,152,15.20,0,,13,78,1,0,0,0,0,0,False,,0.0,17,1,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Greg Jones,,RB,"
Reggie Brown,WR,/players/B/BrowRe01.htm,,72 Games,,,,,,,38-33-1,,11,68,6.18,1,341,177,2574,14.54,17,51.9%,7.55,,,,,,,,,,,,,,,,,18,108,2,0,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Reggie Brown,,WR,"
Matt Jones,WR,/players/J/JoneMa00.htm,,54 Games,,,,,,,31-23-0,,14,36,2.57,0,302,166,2153,12.97,15,55.0%,7.13,2,3,66.67,12,0,0,74.3,0,0,4.00,4.00,,,,,,15,90,4,2,0,0,8,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Jones,,WR,"
J.P. Losman,QB,/players/L/LosmJ.00.htm,,45 Games,,,,,,,18-27-0,,105,490,4.67,3,,,,,,,,564,952,59.24,6271,33,34,75.6,108,789,6.59,5.67,,,,,,3,18,32,15,0,1,-7,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"J.P. Losman,,QB,"
Kyle Orton,QB,/players/O/OrtoKy00.htm,,87 Games,,,,,,,44-43-0,,126,296,2.35,4,,,,,,,,1613,2712,59.48,18037,101,69,81.2,165,1016,6.65,6.25,,,,,,4,24,29,19,0,0,-16,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kyle Orton,,QB,"
Ben Troupe,TE,/players/T/TrouBe00.htm,,57 Games,,,,,,,22-35-0,,1,-1,-1.00,0,172,106,1056,9.96,7,61.6%,6.14,,,,,,,,,,,,2,21,10.50,0,,7,42,4,0,0,1,0,0,False,,0.0,4,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ben Troupe,,TE,"
Chris Henry ,WR,/players/H/HenrCh00.htm,,55 Games,,,,,,,31-23-1,,,,,,232,119,1826,15.34,21,51.3%,7.87,,,,,,,,,,,,,,,,,21,126,2,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris Henry ,,WR,"
Chris Perry ,RB,/players/P/PerrCh00.htm,,35 Games,,,,,,,14-20-1,,177,606,3.42,2,110,83,474,5.71,2,75.5%,4.31,,,,,,,,,,,,21,412,19.62,0,,4,24,9,5,0,1,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris Perry ,,RB,"
Artose Pinner,RB,/players/P/PinnAr00.htm,,47 Games,,,,,,,16-31-0,,250,858,3.43,8,47,39,308,7.90,0,83.0%,6.55,,,,,,,,,,,,4,76,19.00,0,,8,48,1,1,0,0,0,0,False,,0.0,8,1,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Artose Pinner,,RB,"
Braylon Edwards,WR,/players/E/EdwaBr00.htm,,112 Games,,,,,,,50-62-0,,4,11,2.75,0,741,359,5522,15.38,40,48.4%,7.45,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,4,40,248,5,4,0,0,0,0,False,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,"Braylon Edwards,,WR,"
Mark Clayton,WR,/players/C/ClayMa01.htm,,83 Games,,,,,,,45-38-0,,26,118,4.54,2,490,260,3448,13.26,14,53.1%,7.04,2,5,40.00,32,1,0,101.7,0,0,6.40,10.40,1,12,12.00,0,,16,96,1,1,0,0,0,0,False,,0.0,1,0,1,0,0,6,30,5.00,0,,,,,,,,,,,,,,,,,,,,,,"Mark Clayton,,WR,"
Michael Jenkins,WR,/players/J/JenkMi00.htm,,130 Games,,,,,,,69-61-0,,2,4,2.00,0,630,354,4427,12.51,25,56.2%,7.03,,,,,,,,,,,,,,,,1,25,152,1,1,0,0,0,0,False,,0.0,8,1,9,0,0,3,19,6.33,0,,,,,,,,,,,,,,,,,,,,,,"Michael Jenkins,,WR,"
Samie Parker,WR,/players/P/ParkSa00.htm,,47 Games,,,,,,,24-23-0,,4,9,2.25,0,180,110,1529,13.90,7,61.1%,8.49,,,,,,,,,,,,,,,,,7,42,3,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Samie Parker,,WR,"
Ben Watson,TE,/players/W/WatsBe00.htm,,205 Games,,,,,,,116-89-0,,2,10,5.00,0,861,547,6058,11.07,44,63.5%,7.04,,,,,,,,,,,,1,1,1.00,0,,44,264,9,5,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ben Watson,,TE,"
Greg Lewis,WR,/players/L/LewiGr01.htm,,116 Games,,,,,,,68-47-1,,6,29,4.83,0,294,152,1992,13.11,8,51.7%,6.78,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,8,120,15.00,0,,8,48,3,2,0,0,0,0,False,,0.0,20,5,25,0,0,5,10,2.00,0,,,,,,,,,,,,,,,,,,,,,,"Greg Lewis,,WR,"
Patrick Pass,RB,/players/P/PassPa00.htm,,79 Games,,,,,,,56-23-0,,128,526,4.11,3,91,66,570,8.64,1,72.5%,6.26,,,,,,,,,,,,36,745,20.69,0,,4,24,5,3,0,1,0,0,False,,0.0,44,8,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Patrick Pass,,RB,"
Roddy White,WR,/players/W/WhitRo00.htm,,171 Games,,,,,,,90-81-0,,9,19,2.11,0,1376,808,10863,13.44,63,58.7%,7.89,,,,,,,,,,,,,,,,2,63,382,13,7,0,0,0,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Roddy White,,WR,"
J.J. Arrington,RB,/players/A/ArriJ.00.htm,,58 Games,,,,,,,25-33-0,,183,654,3.57,3,123,91,693,7.62,2,74.0%,5.63,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,114,2694,23.63,2,,7,42,2,1,0,0,0,0,False,,0.0,3,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"J.J. Arrington,,RB,"
Adrian Peterson,RB,/players/P/PeteAd00.htm,,106 Games,,,,,,,54-52-0,,311,1283,4.13,8,102,78,665,8.53,0,76.5%,6.52,1,1,100.00,9,1,0,143.7,0,0,9.00,29.00,14,203,14.50,0,,8,48,6,2,4,0,0,0,False,,0.0,68,12,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Adrian Peterson,,RB,"
Mike Sellers,TE,/players/S/SellMi00.htm,,174 Games,,,,,,,78-96-0,,50,158,3.16,3,190,123,1095,8.90,18,64.7%,5.76,,,,,,,,,,,,34,473,13.91,0,1,21,128,6,4,1,1,0,0,False,,0.0,96,19,115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Mike Sellers,,TE,"
Arnaz Battle,WR,/players/B/BattAr00.htm,,113 Games,,,,,,,48-65-0,,22,77,3.50,1,309,178,2150,12.08,11,57.6%,6.96,2,3,66.67,27,0,0,95.1,0,0,9.00,9.00,22,441,20.05,0,,13,78,14,4,1,6,0,0,False,,0.0,36,6,42,0,0,64,446,6.97,1,,,,,,,,,,,,,,,,,,,,,,"Arnaz Battle,,WR,"
Devery Henderson,WR,/players/H/HendDe00.htm,,124 Games,,,,,,,69-55-0,,18,119,6.61,1,442,245,4377,17.87,20,55.4%,9.90,,,,,,,,,,,,6,142,23.67,0,,21,126,3,0,0,0,0,0,False,,,,,,,,4,16,4.00,0,,,,,,,,,,,,,,,,,,,,,,"Devery Henderson,,WR,"
Kyle Johnson,RB,/players/J/JohnKy00.htm,,45 Games,,,,,,,28-17-0,,9,39,4.33,1,55,33,323,9.79,8,60.0%,5.87,,,,,,,,,,,,2,22,11.00,0,,9,54,,,,,,,False,,0.0,14,4,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Kyle Johnson,,RB,"
D.J. Hackett,WR,/players/H/HackD.00.htm,,42 Games,,,,,,,31-11-0,,,,,,184,118,1575,13.35,9,64.1%,8.56,,,,,,,,,,,,,,,,,9,54,1,1,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D.J. Hackett,,WR,"
Michael Turner,RB,/players/T/TurnMi00.htm,,134 Games,,,,,,,95-39-0,,1639,7338,4.48,66,108,70,528,7.54,1,64.8%,4.89,,,,,,,,,,,,44,1111,25.25,0,,67,402,17,11,0,1,0,0,False,,0.0,11,1,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Turner,,RB,"
Troy Williamson,WR,/players/W/WillTr01.htm,,49 Games,,,,,,,20-29-0,,6,58,9.67,0,184,87,1131,13.00,4,47.3%,6.15,,,,,,,,,,,,47,987,21.00,0,,4,24,1,1,0,0,0,0,False,,0.0,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Troy Williamson,,WR,"
Charlie Frye ,QB,/players/F/FryeCh00.htm,,26 Games,,,,,,,9-17-0,,72,347,4.82,4,,,,,,,,419,677,61.89,4154,17,29,69.7,79,487,6.14,4.71,,,,,,4,24,14,11,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlie Frye ,,QB,"
Brandon Jacobs,RB,/players/J/JacoBr00.htm,,109 Games,,,,,,,65-44-0,,1141,5094,4.46,60,138,82,743,9.06,4,59.4%,5.38,,,,,,,,,,,,5,116,23.20,0,1,64,386,19,11,0,0,0,0,False,,0.0,11,3,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brandon Jacobs,,RB,"
Alex Smith,TE,/players/S/SmitAl02.htm,,124 Games,,,,,,,67-57-0,,,,,,265,163,1473,9.04,13,61.5%,5.56,,,,,,,,,,,,4,33,8.25,0,1,13,80,2,1,0,0,0,0,False,,0.0,4,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Alex Smith,,TE,"
Courtney Anderson ,TE,/players/A/AndeCo00.htm,,44 Games,,,,,,,10-34-0,,,,,,112,62,763,12.31,6,55.4%,6.81,,,,,,,,,,,,,,,,,6,36,2,0,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Courtney Anderson ,,TE,"
Ryan Fitzpatrick,QB,/players/F/FitzRy00.htm,,165 Games,,,,,,,67-97-1,,574,2621,4.57,21,3,3,-3,-1.00,0,100.0%,-1.00,3069,5054,60.72,34977,223,169,82.3,299,1574,6.92,6.30,,,,,2,21,130,77,28,0,14,-64,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ryan Fitzpatrick,,QB,"
Cedric Houston,RB,/players/H/HousCe00.htm,,20 Games,,,,,,,8-12-0,,194,676,3.48,7,18,15,109,7.27,0,83.3%,6.06,,,,,,,,,,,,2,18,9.00,0,,7,42,2,1,0,0,0,0,False,,0.0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedric Houston,,RB,"
Matt Schaub,QB,/players/S/SchaMa00.htm,,155 Games,,,,,,,76-79-0,,196,353,1.80,4,2,2,-13,-6.50,0,100.0%,-6.50,2148,3348,64.16,25467,136,91,89.5,180,1245,7.61,7.20,,,,,,4,24,43,17,0,1,-46,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Schaub,,QB,"
Zachary Hilton,TE,/players/H/HiltZa00.htm,,18 Games,,,,,,,4-14-0,,,,,,57,35,396,11.31,1,61.4%,6.95,,,,,,,,,,,,,,,,,1,6,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zachary Hilton,,TE,"
Ryan Moats,RB,/players/M/MoatRy00.htm,,38 Games,,,,,,,22-16-0,,204,831,4.07,8,27,20,127,6.35,1,74.1%,4.70,,,,,,,,,,,,13,281,21.62,0,,9,54,6,3,2,1,0,0,False,,0.0,14,4,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Ryan Moats,,RB,"
Patrick Crayton,WR,/players/C/CrayPa00.htm,,105 Games,,,,,,,63-42-0,,6,39,6.50,0,392,247,3650,14.78,25,63.0%,9.31,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,5,68,13.60,0,,27,162,13,2,0,4,0,0,False,,,,,,,,135,1291,9.56,2,,,,,,,,,,,,,,,,,,,,,,"Patrick Crayton,,WR,"
Wes Welker,WR,/players/W/WelkWe00.htm,,175 Games,,,,,,,118-57-0,,19,151,7.95,0,1275,903,9924,10.99,50,70.8%,7.78,,,,,,,,,,,,183,4138,22.61,1,1,51,313,26,6,0,8,0,0,False,,0.0,5,2,7,0,0,264,2584,9.79,0,,,,,,,,,,,,,,,2,2,100.0,1,1,100.0,,"Wes Welker,,WR,"
Reggie Williams,WR,/players/W/WillRe00.htm,,79 Games,,,,,,,45-34-0,,11,44,4.00,0,331,189,2322,12.29,18,57.1%,7.02,,,,,,,,,,,,,,,,2,18,112,7,4,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reggie Williams,,WR,"
Brandon Jones,WR,/players/J/JoneBr02.htm,,59 Games,,,,,,,33-26-0,,6,76,12.67,0,202,113,1398,12.37,9,55.9%,6.92,,,,,,,,,,,,,,,,,9,54,1,0,0,0,0,0,False,,,,,,,,20,130,6.50,0,,,,,,,,,,,,,,,,,,,,,,"Brandon Jones,,WR,"
David Martin ,TE,/players/M/MartDa00.htm,,120 Games,,,,,,,57-63-0,,,,,,239,159,1562,9.82,15,66.5%,6.54,,,,,,,,,,,,,,,,1,15,92,1,1,3,0,0,0,False,,0.0,14,4,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"David Martin ,,TE,"
Scottie Vines,WR,/players/V/VineSc00.htm,,19 Games,,,,,,,6-13-0,,1,7,7.00,0,80,43,468,10.88,0,53.8%,5.85,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.0,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scottie Vines,,WR,"
Maurice Jones-Drew,RB,/players/D/DrewMa00.htm,,126 Games,,,,,,,51-75-0,,1847,8167,4.42,68,465,346,2944,8.51,11,74.4%,6.33,1,2,50.00,8,1,1,60.4,0,0,4.00,-8.50,79,2054,26.00,2,,81,486,27,10,0,1,-21,0,False,,,,,,,,15,133,8.87,0,,,,,,,,,,,,,,,,,,,,,,"Maurice Jones-Drew,,RB,"
Marques Colston,WR,/players/C/ColsMa00.htm,,146 Games,,,,,,,85-61-0,,2,7,3.50,0,1099,711,9759,13.73,72,64.7%,8.88,,,,,,,,,,,,,,,,,72,432,8,5,0,0,0,0,False,,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Marques Colston,,WR,"
Joseph Addai,RB,/players/A/AddaJo00.htm,,78 Games,,,,,,,56-22-0,,1095,4453,4.07,39,248,191,1448,7.58,9,77.0%,5.84,1,1,100.00,22,1,0,158.3,1,3,22.00,42.00,,,,,1,48,290,5,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joseph Addai,,RB,"
Kellen Winslow,TE,/players/W/WinsKe01.htm,,105 Games,,,,,,,40-65-0,,1,7,7.00,0,759,469,5236,11.16,25,61.8%,6.90,,,,,,,,,,,,,,,,3,25,156,7,3,0,0,-4,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kellen Winslow,,TE,"
Mike Furrey,WR,/players/F/FurrMi00.htm,,94 Games,,,,,,,36-58-0,,3,5,1.67,0,347,221,2298,10.40,7,63.7%,6.62,,,,,,,,,,,,21,387,18.43,0,,8,48,5,1,0,5,0,0,False,,0.0,68,11,79,1,0,23,213,9.26,0,4,143,1,10,,,,,,,,,,,,,,,,,,"Mike Furrey,,WR,"
Philip Rivers,QB,/players/R/RivePh00.htm,,244 Games,,,,,,,137-107-0,,383,601,1.57,3,2,0,-9,,0,0.0%,-4.50,5277,8134,64.88,63440,421,209,95.2,465,2842,7.80,7.68,,,,,,3,18,104,48,0,5,-104,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philip Rivers,,QB,"
