Year,Week,Home Team,Home Score,Away Team,Away Score,Month,Day,Time
2011,13,BUF,17,TEN,23,12,4,1322978400
2011,13,MIA,34,OAK,14,12,4,1322978400
2011,13,CLE,10,BAL,24,12,4,1322989500
2011,13,PIT,35,CIN,7,12,4,1322978400
2011,13,NO,31,DET,17,12,4,1323004800
2011,13,TB,19,CAR,38,12,4,1322978400
2011,13,HOU,17,ATL,10,12,4,1322978400
2011,13,MIN,32,DEN,35,12,4,1322978400
2011,13,NYG,35,GB,38,12,4,1322990100
2011,13,ARI,19,DAL,13,12,4,1322990100
2011,13,SF,26,STL,0,12,4,1322990100
2011,13,NE,31,IND,24,12,4,1322978400
2011,13,JAC,14,SD,38,12,5,1323091800
2011,14,PIT,14,CLE,3,12,8,1323350400
2011,14,WAS,27,NE,34,12,11,1323583200
2011,14,GB,46,OAK,16,12,11,1323594900
2011,14,NYJ,37,KC,10,12,11,1323583200
2011,14,CIN,19,HOU,20,12,11,1323583200
2011,14,BAL,24,IND,10,12,11,1323583200
2011,14,DET,34,MIN,28,12,11,1323583200
2011,14,CAR,23,ATL,31,12,11,1323583200
2011,14,MIA,10,PHI,26,12,11,1323583200
2011,14,JAC,41,TB,14,12,11,1323583200
2011,14,TEN,17,NO,22,12,11,1323583200
2011,14,ARI,21,SF,19,12,11,1323594300
2011,14,DEN,13,CHI,10,12,11,1323594300
2011,14,SD,37,BUF,10,12,11,1323594900
2011,14,DAL,34,NYG,37,12,11,1323609600
2011,14,SEA,30,STL,13,12,12,1323696600
2011,15,ATL,41,JAC,14,12,15,1323955200
2011,15,TB,15,DAL,31,12,17,1324128000
2011,15,STL,13,CIN,20,12,18,1324188000
2011,15,BUF,23,MIA,30,12,18,1324188000
2011,15,IND,27,TEN,13,12,18,1324188000
2011,15,NYG,10,WAS,23,12,18,1324188000
2011,15,CHI,14,SEA,38,12,18,1324188000
2011,15,MIN,20,NO,42,12,18,1324188000
2011,15,HOU,13,CAR,28,12,18,1324188000
2011,15,KC,19,GB,14,12,18,1324188000
2011,15,OAK,27,DET,28,12,18,1324199100
2011,15,PHI,45,NYJ,19,12,18,1324199700
2011,15,ARI,20,CLE,17,12,18,1324199700
2011,15,DEN,23,NE,41,12,18,1324199700
2011,15,SD,34,BAL,14,12,18,1324214400
2011,15,SF,20,PIT,3,12,19,1324301400
2011,16,IND,19,HOU,16,12,22,1324560000
2011,16,BUF,40,DEN,14,12,24,1324706400
2011,16,NE,27,MIA,24,12,24,1324706400
2011,16,BAL,20,CLE,14,12,24,1324706400
2011,16,TEN,23,JAC,17,12,24,1324706400
2011,16,KC,13,OAK,16,12,24,1324706400
2011,16,NYJ,14,NYG,29,12,24,1324706400
2011,16,WAS,26,MIN,33,12,24,1324706400
2011,16,CAR,48,TB,16,12,24,1324706400
2011,16,CIN,23,ARI,16,12,24,1324706400
2011,16,PIT,27,STL,0,12,24,1324706400
2011,16,DET,38,SD,10,12,24,1324717500
2011,16,DAL,7,PHI,20,12,24,1324718100
2011,16,SEA,17,SF,19,12,24,1324718100
2011,16,GB,35,CHI,21,12,25,1324819200
2011,16,NO,45,ATL,16,12,26,1324906200
2011,17,MIA,19,NYJ,17,1,1,1293861600
2011,17,NE,49,BUF,21,1,1,1293861600
2011,17,CIN,16,BAL,24,1,1,1293873300
2011,17,CLE,9,PIT,13,1,1,1293873300
2011,17,HOU,22,TEN,23,1,1,1293861600
2011,17,JAC,19,IND,13,1,1,1293861600
2011,17,NYG,31,DAL,14,1,1,1293888000
2011,17,PHI,34,WAS,10,1,1,1293861600
2011,17,GB,45,DET,41,1,1,1293861600
2011,17,MIN,13,CHI,17,1,1,1293861600
2011,17,ATL,45,TB,24,1,1,1293873300
2011,17,NO,45,CAR,17,1,1,1293861600
2011,17,STL,27,SF,34,1,1,1293861600
2011,17,DEN,3,KC,7,1,1,1293873300
2011,17,OAK,26,SD,38,1,1,1293873300
2011,17,ARI,23,SEA,20,1,1,1293873300
2012,1,NYG,17,DAL,24,9,5,1346848200
2012,1,CHI,41,IND,21,9,9,1347166800
2012,1,MIN,26,JAC,23,9,9,1347166800
2012,1,NYJ,48,BUF,28,9,9,1347166800
2012,1,HOU,30,MIA,10,9,9,1347166800
2012,1,TEN,13,NE,34,9,9,1347166800
2012,1,DET,27,STL,23,9,9,1347166800
2012,1,NO,32,WAS,40,9,9,1347166800
2012,1,CLE,16,PHI,17,9,9,1347166800
2012,1,KC,24,ATL,40,9,9,1347166800
2012,1,GB,22,SF,30,9,9,1347179100
2012,1,ARI,20,SEA,16,9,9,1347179100
2012,1,TB,16,CAR,10,9,9,1347179100
2012,1,DEN,31,PIT,19,9,9,1347193200
2012,1,BAL,44,CIN,13,9,10,1347274800
2012,1,OAK,14,SD,22,9,10,1347286500
2012,2,GB,23,CHI,10,9,13,1347538800
2012,2,NYG,41,TB,34,9,16,1347771600
2012,2,CAR,35,NO,27,9,16,1347771600
2012,2,NE,18,ARI,20,9,16,1347771600
2012,2,IND,23,MIN,20,9,16,1347771600
2012,2,PHI,24,BAL,23,9,16,1347771600
2012,2,BUF,35,KC,17,9,16,1347771600
2012,2,CIN,34,CLE,27,9,16,1347771600
2012,2,JAC,7,HOU,27,9,16,1347771600
2012,2,SEA,27,DAL,7,9,16,1347782700
2012,2,STL,31,WAS,28,9,16,1347782700
2012,2,PIT,27,NYJ,10,9,16,1347783900
2012,2,SD,38,TEN,10,9,16,1347783900
2012,2,MIA,35,OAK,13,9,16,1347771600
2012,2,SF,27,DET,19,9,16,1347798000
2012,2,ATL,27,DEN,21,9,17,1347885000
2012,3,CAR,7,NYG,36,9,20,1348143600
2012,3,DAL,16,TB,10,9,23,1348376400
2012,3,CHI,23,STL,6,9,23,1348376400
2012,3,MIN,24,SF,13,9,23,1348376400
2012,3,TEN,44,DET,41,9,23,1348376400
2012,3,WAS,31,CIN,38,9,23,1348376400
2012,3,NO,24,KC,27,9,23,1348376400
2012,3,MIA,20,NYJ,23,9,23,1348376400
2012,3,CLE,14,BUF,24,9,23,1348376400
2012,3,IND,17,JAC,22,9,23,1348376400
2012,3,ARI,27,PHI,6,9,23,1348387500
2012,3,SD,3,ATL,27,9,23,1348387500
2012,3,DEN,25,HOU,31,9,23,1348388700
2012,3,OAK,34,PIT,31,9,23,1348388700
2012,3,BAL,31,NE,30,9,23,1348402800
2012,3,SEA,14,GB,12,9,24,1348489800
2012,4,BAL,23,CLE,16,9,27,1348748400
2012,4,BUF,28,NE,52,9,30,1348981200
2012,4,HOU,38,TEN,14,9,30,1348981200
2012,4,KC,20,SD,37,9,30,1348981200
2012,4,DET,13,MIN,20,9,30,1348981200
2012,4,ATL,30,CAR,28,9,30,1348981200
2012,4,STL,19,SEA,13,9,30,1348981200
2012,4,NYJ,0,SF,34,9,30,1348981200
2012,4,ARI,24,MIA,21,9,30,1348992300
2012,4,DEN,37,OAK,6,9,30,1348992300
2012,4,JAC,10,CIN,27,9,30,1348992300
2012,4,GB,28,NO,27,9,30,1348993500
2012,4,TB,22,WAS,24,9,30,1348993500
2012,4,PHI,19,NYG,17,9,30,1349007600
2012,4,DAL,18,CHI,34,10,1,1349094600
2012,5,STL,17,ARI,3,10,4,1349353200
2012,5,WAS,17,ATL,24,10,7,1349586000
2012,5,PIT,16,PHI,14,10,7,1349586000
2012,5,IND,30,GB,27,10,7,1349586000
2012,5,NYG,41,CLE,27,10,7,1349586000
2012,5,MIN,30,TEN,7,10,7,1349598300
2012,5,CIN,13,MIA,17,10,7,1349586000
2012,5,KC,6,BAL,9,10,7,1349586000
2012,5,CAR,12,SEA,16,10,7,1349597100
2012,5,JAC,3,CHI,41,10,7,1349597100
2012,5,NE,31,DEN,21,10,7,1349598300
2012,5,SF,45,BUF,3,10,7,1349598300
2012,5,NO,31,SD,24,10,7,1349612400
2012,5,NYJ,17,HOU,23,10,8,1349699400
2012,6,TEN,26,PIT,23,10,11,1349958000
2012,6,ATL,23,OAK,20,10,14,1350190800
2012,6,TB,38,KC,10,10,14,1350190800
2012,6,NYJ,35,IND,9,10,14,1350190800
2012,6,CLE,34,CIN,24,10,14,1350190800
2012,6,PHI,23,DET,26,10,14,1350190800
2012,6,MIA,17,STL,14,10,14,1350190800
2012,6,BAL,31,DAL,29,10,14,1350190800
2012,6,ARI,16,BUF,19,10,14,1350201900
2012,6,SEA,24,NE,23,10,14,1350201900
2012,6,SF,3,NYG,26,10,14,1350203100
2012,6,WAS,38,MIN,26,10,14,1350203100
2012,6,HOU,24,GB,42,10,14,1350217200
2012,6,SD,24,DEN,35,10,15,1350304200
2012,7,SF,13,SEA,6,10,18,1350562800
2012,7,NYG,27,WAS,23,10,21,1350795600
2012,7,MIN,21,ARI,14,10,21,1350795600
2012,7,CAR,14,DAL,19,10,21,1350795600
2012,7,TB,28,NO,35,10,21,1350795600
2012,7,STL,20,GB,30,10,21,1350795600
2012,7,HOU,43,BAL,13,10,21,1350795600
2012,7,IND,17,CLE,13,10,21,1350795600
2012,7,BUF,34,TEN,35,10,21,1350795600
2012,7,NE,29,NYJ,26,10,21,1350807900
2012,7,OAK,26,JAC,23,10,21,1350807900
2012,7,CIN,17,PIT,24,10,21,1350822000
2012,7,CHI,13,DET,7,10,22,1350909000
2012,8,MIN,17,TB,36,10,25,1351167600
2012,8,GB,24,JAC,15,10,28,1351400400
2012,8,NYJ,9,MIA,30,10,28,1351400400
2012,8,CLE,7,SD,6,10,28,1351400400
2012,8,TEN,13,IND,19,10,28,1351400400
2012,8,STL,7,NE,45,10,28,1351400400
2012,8,PHI,17,ATL,30,10,28,1351400400
2012,8,CHI,23,CAR,22,10,28,1351400400
2012,8,DET,28,SEA,24,10,28,1351400400
2012,8,PIT,27,WAS,12,10,28,1351400400
2012,8,KC,16,OAK,26,10,28,1351411500
2012,8,DAL,24,NYG,29,10,28,1351412700
2012,8,DEN,34,NO,14,10,28,1351426800
2012,8,ARI,3,SF,24,10,29,1351513800
2012,9,SD,31,KC,13,11,1,1351772400
2012,9,WAS,13,CAR,21,11,4,1352005200
2012,9,GB,31,ARI,17,11,4,1352005200
2012,9,JAC,14,DET,31,11,4,1352005200
2012,9,TEN,20,CHI,51,11,4,1352005200
2012,9,CIN,23,DEN,31,11,4,1352005200
2012,9,CLE,15,BAL,25,11,4,1352005200
2012,9,HOU,21,BUF,9,11,4,1352005200
2012,9,IND,23,MIA,20,11,4,1352005200
2012,9,SEA,30,MIN,20,11,4,1352019900
2012,9,OAK,32,TB,42,11,4,1352019900
2012,9,NYG,20,PIT,24,11,4,1352021100
2012,9,ATL,19,DAL,13,11,4,1352035200
2012,9,NO,28,PHI,13,11,5,1352122200
2012,10,JAC,10,IND,27,11,8,1352380800
2012,10,CAR,14,DEN,36,11,11,1352613600
2012,10,TB,34,SD,24,11,11,1352613600
2012,10,MIA,3,TEN,37,11,11,1352613600
2012,10,NE,37,BUF,31,11,11,1352613600
2012,10,BAL,55,OAK,20,11,11,1352613600
2012,10,CIN,31,NYG,13,11,11,1352613600
2012,10,NO,31,ATL,27,11,11,1352613600
2012,10,MIN,34,DET,24,11,11,1352613600
2012,10,SEA,28,NYJ,7,11,11,1352624700
2012,10,PHI,23,DAL,38,11,11,1352625900
2012,10,SF,24,STL,24,11,11,1352625900
2012,10,CHI,6,HOU,13,11,11,1352640000
2012,10,PIT,16,KC,13,11,12,1352727000
2012,11,BUF,19,MIA,14,11,15,1352985600
2012,11,WAS,31,PHI,6,11,18,1353218400
2012,11,DET,20,GB,24,11,18,1353218400
2012,11,ATL,23,ARI,19,11,18,1353218400
2012,11,CAR,21,TB,27,11,18,1353218400
2012,11,DAL,23,CLE,20,11,18,1353218400
2012,11,STL,13,NYJ,27,11,18,1353218400
2012,11,NE,59,IND,24,11,18,1353230700
2012,11,HOU,43,JAC,37,11,18,1353218400
2012,11,KC,6,CIN,28,11,18,1353218400
2012,11,OAK,17,NO,38,11,18,1353229500
2012,11,DEN,30,SD,23,11,18,1353230700
2012,11,PIT,10,BAL,13,11,18,1353244800
2012,11,SF,32,CHI,7,11,19,1353331800
2012,12,DET,31,HOU,34,11,22,1353605400
2012,12,DAL,31,WAS,38,11,22,1353576300
2012,12,NYJ,19,NE,49,11,22,1353590400
2012,12,CIN,34,OAK,10,11,25,1353823200
2012,12,CLE,20,PIT,14,11,25,1353823200
2012,12,IND,20,BUF,13,11,25,1353823200
2012,12,JAC,24,TEN,19,11,25,1353823200
2012,12,KC,9,DEN,17,11,25,1353823200
2012,12,CHI,28,MIN,10,11,25,1353823200
2012,12,TB,23,ATL,24,11,25,1353823200
2012,12,MIA,24,SEA,21,11,25,1353823200
2012,12,SD,13,BAL,16,11,25,1353834300
2012,12,NO,21,SF,31,11,25,1353835500
2012,12,ARI,17,STL,31,11,25,1353835500
2012,12,NYG,38,GB,10,11,25,1353849600
2012,12,PHI,22,CAR,30,11,26,1353936600
2012,13,ATL,23,NO,13,11,29,1354195200
2012,13,CHI,17,SEA,23,12,2,1354428000
2012,13,GB,23,MIN,14,12,2,1354428000
2012,13,STL,16,SF,13,12,2,1354428000
2012,13,NYJ,7,ARI,6,12,2,1354428000
2012,13,KC,27,CAR,21,12,2,1354428000
2012,13,DET,33,IND,35,12,2,1354428000
2012,13,BUF,34,JAC,18,12,2,1354428000
2012,13,MIA,16,NE,23,12,2,1354428000
2012,13,TEN,10,HOU,24,12,2,1354428000
2012,13,DEN,31,TB,23,12,2,1354439100
2012,13,BAL,20,PIT,23,12,2,1354440300
2012,13,OAK,17,CLE,20,12,2,1354440300
2012,13,SD,13,CIN,20,12,2,1354440300
2012,13,DAL,38,PHI,33,12,2,1354454400
2012,13,WAS,17,NYG,16,12,3,1354541400
2012,14,OAK,13,DEN,26,12,6,1354800000
2012,14,WAS,31,BAL,28,12,9,1355032800
2012,14,CLE,30,KC,7,12,9,1355032800
2012,14,PIT,24,SD,34,12,9,1355032800
2012,14,IND,27,TEN,23,12,9,1355032800
2012,14,JAC,10,NYJ,17,12,9,1355032800
2012,14,MIN,21,CHI,14,12,9,1355032800
2012,14,CAR,30,ATL,20,12,9,1355032800
2012,14,TB,21,PHI,23,12,9,1355032800
2012,14,BUF,12,STL,15,12,9,1355032800
2012,14,CIN,19,DAL,20,12,9,1355032800
2012,14,SF,27,MIA,13,12,9,1355043900
2012,14,NYG,52,NO,27,12,9,1355045100
2012,14,SEA,58,ARI,0,12,9,1355045100
2012,14,GB,27,DET,20,12,9,1355059200
2012,14,NE,42,HOU,14,12,10,1355146200
2012,15,PHI,13,CIN,34,12,13,1355404800
2012,15,CHI,13,GB,21,12,16,1355637600
2012,15,ATL,34,NYG,0,12,16,1355637600
2012,15,NO,41,TB,0,12,16,1355637600
2012,15,STL,22,MIN,36,12,16,1355637600
2012,15,CLE,21,WAS,38,12,16,1355637600
2012,15,MIA,24,JAC,3,12,16,1355637600
2012,15,BAL,17,DEN,34,12,16,1355637600
2012,15,HOU,29,IND,17,12,16,1355637600
2012,15,ARI,38,DET,10,12,16,1355648700
2012,15,SD,7,CAR,31,12,16,1355648700
2012,15,BUF,17,SEA,50,12,16,1355648700
2012,15,DAL,27,PIT,24,12,16,1355649900
2012,15,OAK,15,KC,0,12,16,1355649900
2012,15,NE,34,SF,41,12,16,1355664000
2012,15,TEN,14,NYJ,10,12,17,1355751000
2012,16,DET,18,ATL,31,12,22,1356183000
2012,16,GB,55,TEN,7,12,23,1356242400
2012,16,CAR,17,OAK,6,12,23,1356242400
2012,16,MIA,24,BUF,10,12,23,1356242400
2012,16,PIT,10,CIN,13,12,23,1356242400
2012,16,JAC,16,NE,23,12,23,1356242400
2012,16,KC,13,IND,20,12,23,1356242400
2012,16,DAL,31,NO,34,12,23,1356242400
2012,16,PHI,20,WAS,27,12,23,1356242400
2012,16,TB,13,STL,28,12,23,1356242400
2012,16,BAL,33,NYG,14,12,23,1356254700
2012,16,HOU,6,MIN,23,12,23,1356242400
2012,16,DEN,34,CLE,12,12,23,1356253500
2012,16,ARI,13,CHI,28,12,23,1356254700
2012,16,SEA,42,SF,13,12,23,1356268800
2012,16,NYJ,17,SD,27,12,23,1356242400
2012,17,BUF,28,NYJ,9,12,30,1356847200
2012,17,NE,28,MIA,0,12,30,1356859500
2012,17,CIN,23,BAL,17,12,30,1356847200
2012,17,PIT,24,CLE,10,12,30,1356847200
2012,17,IND,28,HOU,16,12,30,1356847200
2012,17,TEN,38,JAC,20,12,30,1356847200
2012,17,NYG,42,PHI,7,12,30,1356847200
2012,17,WAS,28,DAL,18,12,30,1356873600
2012,17,DET,24,CHI,26,12,30,1356847200
2012,17,MIN,37,GB,34,12,30,1356859500
2012,17,ATL,17,TB,22,12,30,1356847200
2012,17,NO,38,CAR,44,12,30,1356847200
2012,17,DEN,38,KC,3,12,30,1356859500
2012,17,SD,24,OAK,21,12,30,1356859500
2012,17,SF,27,ARI,13,12,30,1356859500
2012,17,SEA,20,STL,13,12,30,1356859500
2013,1,DEN,49,BAL,27,9,5,1378384200
2013,1,BUF,21,NE,23,9,8,1378616400
2013,1,CAR,7,SEA,12,9,8,1378616400
2013,1,CHI,24,CIN,21,9,8,1378616400
2013,1,CLE,10,MIA,23,9,8,1378616400
2013,1,DET,34,MIN,24,9,8,1378616400
2013,1,IND,21,OAK,17,9,8,1378616400
2013,1,JAC,2,KC,28,9,8,1378616400
2013,1,NYJ,18,TB,17,9,8,1378616400
2013,1,NO,23,ATL,17,9,8,1378616400
2013,1,PIT,9,TEN,16,9,8,1378616400
2013,1,STL,27,ARI,24,9,8,1378628700
2013,1,SF,34,GB,28,9,8,1378628700
2013,1,DAL,36,NYG,31,9,8,1378643400
2013,1,WAS,27,PHI,33,9,9,1378725000
2013,1,SD,28,HOU,31,9,9,1378736400
2013,2,NE,13,NYJ,10,9,12,1378988700
2013,2,ATL,31,STL,24,9,15,1379221200
2013,2,BAL,14,CLE,6,9,15,1379221200
2013,2,BUF,24,CAR,23,9,15,1379221200
2013,2,CHI,31,MIN,30,9,15,1379221200
2013,2,GB,38,WAS,20,9,15,1379221200
2013,2,HOU,30,TEN,24,9,15,1379221200
2013,2,IND,20,MIA,24,9,15,1379221200
2013,2,KC,17,DAL,16,9,15,1379221200
2013,2,PHI,30,SD,33,9,15,1379221200
2013,2,ARI,25,DET,21,9,15,1379232300
2013,2,TB,14,NO,16,9,15,1379232300
2013,2,NYG,23,DEN,41,9,15,1379233500
2013,2,OAK,19,JAC,9,9,15,1379233500
2013,2,SEA,29,SF,3,9,15,1379248200
2013,2,CIN,20,PIT,10,9,16,1379335200
2013,3,PHI,16,KC,26,9,19,1379593500
2013,3,BAL,30,HOU,9,9,22,1379826000
2013,3,CIN,34,GB,30,9,22,1379826000
2013,3,DAL,31,STL,7,9,22,1379826000
2013,3,MIA,27,ATL,23,9,22,1379837100
2013,3,MIN,27,CLE,31,9,22,1379826000
2013,3,NYJ,27,BUF,20,9,22,1379838300
2013,3,NE,23,TB,3,9,22,1379826000
2013,3,NO,31,ARI,7,9,22,1379826000
2013,3,TEN,20,SD,17,9,22,1379826000
2013,3,WAS,20,DET,27,9,22,1379826000
2013,3,CAR,38,NYG,0,9,22,1379826000
2013,3,SF,7,IND,27,9,22,1379838300
2013,3,SEA,45,JAC,17,9,22,1379838300
2013,3,PIT,23,CHI,40,9,22,1379853000
2013,3,DEN,37,OAK,21,9,23,1379940000
2013,4,STL,11,SF,35,9,26,1380198300
2013,4,BUF,23,BAL,20,9,29,1380430800
2013,4,CLE,17,CIN,6,9,29,1380430800
2013,4,DET,40,CHI,32,9,29,1380430800
2013,4,HOU,20,SEA,23,9,29,1380430800
2013,4,JAC,3,IND,37,9,29,1380430800
2013,4,KC,31,NYG,7,9,29,1380430800
2013,4,MIN,34,PIT,27,9,29,1380430800
2013,4,TB,10,ARI,13,9,29,1380430800
2013,4,TEN,38,NYJ,13,9,29,1380441900
2013,4,DEN,52,PHI,20,9,29,1380443100
2013,4,OAK,14,WAS,24,9,29,1380443100
2013,4,SD,30,DAL,21,9,29,1380443100
2013,4,ATL,23,NE,30,9,29,1380457800
2013,4,NO,38,MIA,17,9,30,1380544800
2013,5,CLE,37,BUF,24,10,3,1380803100
2013,5,CHI,18,NO,26,10,6,1381035600
2013,5,CIN,13,NE,6,10,6,1381035600
2013,5,GB,22,DET,9,10,6,1381035600
2013,5,IND,34,SEA,28,10,6,1381035600
2013,5,MIA,23,BAL,26,10,6,1381035600
2013,5,NYG,21,PHI,36,10,6,1381035600
2013,5,STL,34,JAC,20,10,6,1381035600
2013,5,TEN,17,KC,26,10,6,1381035600
2013,5,ARI,22,CAR,6,10,6,1381046700
2013,5,DAL,48,DEN,51,10,6,1381047900
2013,5,OAK,27,SD,17,10,6,1381073700
2013,5,SF,34,HOU,3,10,6,1381062600
2013,5,ATL,28,NYJ,30,10,7,1381149600
2013,6,CHI,27,NYG,21,10,10,1381407900
2013,6,BAL,17,GB,19,10,13,1381640400
2013,6,BUF,24,CIN,27,10,13,1381640400
2013,6,CLE,17,DET,31,10,13,1381640400
2013,6,HOU,13,STL,38,10,13,1381640400
2013,6,KC,24,OAK,7,10,13,1381640400
2013,6,MIN,10,CAR,35,10,13,1381640400
2013,6,NYJ,6,PIT,19,10,13,1381640400
2013,6,TB,20,PHI,31,10,13,1381640400
2013,6,DEN,35,JAC,19,10,13,1381651500
2013,6,SEA,20,TEN,13,10,13,1381651500
2013,6,NE,30,NO,27,10,13,1381652700
2013,6,SF,32,ARI,20,10,13,1381652700
2013,6,DAL,31,WAS,16,10,13,1381667400
2013,6,SD,19,IND,9,10,14,1381754400
2013,7,ARI,22,SEA,34,10,17,1382012700
2013,7,ATL,31,TB,23,10,20,1382245200
2013,7,CAR,30,STL,15,10,20,1382245200
2013,7,DET,24,CIN,27,10,20,1382245200
2013,7,GB,31,CLE,13,10,20,1382257500
2013,7,JAC,6,SD,24,10,20,1382245200
2013,7,KC,17,HOU,16,10,20,1382257500
2013,7,MIA,21,BUF,23,10,20,1382245200
2013,7,NYJ,30,NE,27,10,20,1382245200
2013,7,PHI,3,DAL,17,10,20,1382245200
2013,7,WAS,45,CHI,41,10,20,1382245200
2013,7,TEN,17,SF,31,10,20,1382256300
2013,7,PIT,19,BAL,16,10,20,1382257500
2013,7,IND,39,DEN,33,10,20,1382272200
2013,7,NYG,23,MIN,7,10,21,1382359200
2013,8,TB,13,CAR,31,10,24,1382617500
2013,8,DET,31,DAL,30,10,27,1382850000
2013,8,JAC,10,SF,42,10,27,1382850000
2013,8,KC,23,CLE,17,10,27,1382850000
2013,8,NE,27,MIA,17,10,27,1382850000
2013,8,NO,35,BUF,17,10,27,1382850000
2013,8,PHI,7,NYG,15,10,27,1382850000
2013,8,OAK,21,PIT,18,10,27,1382861100
2013,8,CIN,49,NYJ,9,10,27,1382861100
2013,8,ARI,27,ATL,13,10,27,1382862300
2013,8,DEN,45,WAS,21,10,27,1382862300
2013,8,MIN,31,GB,44,10,27,1382877000
2013,8,STL,9,SEA,14,10,28,1382964000
2013,9,MIA,22,CIN,20,10,31,1383222300
2013,9,BUF,13,KC,23,11,3,1383454800
2013,9,CAR,34,ATL,10,11,3,1383454800
2013,9,DAL,27,MIN,23,11,3,1383454800
2013,9,NYJ,26,NO,20,11,3,1383454800
2013,9,STL,21,TEN,28,11,3,1383454800
2013,9,WAS,30,SD,24,11,3,1383454800
2013,9,OAK,20,PHI,49,11,3,1383469500
2013,9,SEA,27,TB,24,11,3,1383469500
2013,9,CLE,24,BAL,18,11,3,1383470700
2013,9,NE,55,PIT,31,11,3,1383470700
2013,9,HOU,24,IND,27,11,3,1383485400
2013,9,GB,20,CHI,27,11,4,1383572400
2013,10,MIN,34,WAS,27,11,7,1383830700
2013,10,ATL,10,SEA,33,11,10,1384063200
2013,10,BAL,20,CIN,17,11,10,1384063200
2013,10,CHI,19,DET,21,11,10,1384063200
2013,10,GB,13,PHI,27,11,10,1384063200
2013,10,IND,8,STL,38,11,10,1384063200
2013,10,NYG,24,OAK,20,11,10,1384063200
2013,10,PIT,23,BUF,10,11,10,1384063200
2013,10,TEN,27,JAC,29,11,10,1384063200
2013,10,SF,9,CAR,10,11,10,1384074300
2013,10,ARI,27,HOU,24,11,10,1384075500
2013,10,SD,20,DEN,28,11,10,1384075500
2013,10,NO,49,DAL,17,11,10,1384090200
2013,10,TB,22,MIA,19,11,11,1384177200
2013,11,TEN,27,IND,30,11,14,1384435500
2013,11,BUF,37,NYJ,14,11,17,1384668000
2013,11,CHI,23,BAL,20,11,17,1384668000
2013,11,CIN,41,CLE,20,11,17,1384668000
2013,11,HOU,23,OAK,28,11,17,1384668000
2013,11,JAC,14,ARI,27,11,17,1384668000
2013,11,MIA,20,SD,16,11,17,1384679100
2013,11,PHI,24,WAS,16,11,17,1384668000
2013,11,PIT,37,DET,27,11,17,1384668000
2013,11,TB,41,ATL,28,11,17,1384668000
2013,11,DEN,27,KC,17,11,17,1384695000
2013,11,NO,23,SF,20,11,17,1384680300
2013,11,SEA,41,MIN,20,11,17,1384680300
2013,11,NYG,27,GB,13,11,17,1384680300
2013,11,CAR,24,NE,20,11,18,1384782000
2013,12,ATL,13,NO,17,11,21,1385040300
2013,12,BAL,19,NYJ,3,11,24,1385272800
2013,12,CLE,11,PIT,27,11,24,1385272800
2013,12,DET,21,TB,24,11,24,1385272800
2013,12,GB,26,MIN,26,11,24,1385272800
2013,12,HOU,6,JAC,13,11,24,1385272800
2013,12,KC,38,SD,41,11,24,1385272800
2013,12,MIA,16,CAR,20,11,24,1385272800
2013,12,STL,42,CHI,21,11,24,1385272800
2013,12,ARI,40,IND,11,11,24,1385283900
2013,12,OAK,19,TEN,23,11,24,1385283900
2013,12,NYG,21,DAL,24,11,24,1385285100
2013,12,NE,34,DEN,31,11,24,1385299800
2013,12,WAS,6,SF,27,11,25,1385386800
2013,13,DET,40,GB,10,11,28,1385659800
2013,13,DAL,31,OAK,24,11,28,1385631000
2013,13,BAL,22,PIT,20,11,28,1385645400
2013,13,CAR,27,TB,6,12,1,1385877600
2013,13,CLE,28,JAC,32,12,1,1385877600
2013,13,IND,22,TEN,14,12,1,1385877600
2013,13,KC,28,DEN,35,12,1,1385889900
2013,13,MIN,23,CHI,20,12,1,1385877600
2013,13,NYJ,3,MIA,23,12,1,1385877600
2013,13,PHI,24,ARI,21,12,1,1385877600
2013,13,BUF,31,ATL,34,12,1,1385888700
2013,13,SF,23,STL,13,12,1,1385888700
2013,13,HOU,31,NE,34,12,1,1385877600
2013,13,SD,10,CIN,17,12,1,1385889900
2013,13,WAS,17,NYG,24,12,1,1385904600
2013,13,SEA,34,NO,7,12,2,1385991600
2013,14,JAC,27,HOU,20,12,5,1386249900
2013,14,BAL,29,MIN,26,12,8,1386482400
2013,14,CIN,42,IND,28,12,8,1386482400
2013,14,NE,27,CLE,26,12,8,1386482400
2013,14,NYJ,37,OAK,27,12,8,1386482400
2013,14,NO,31,CAR,13,12,8,1386509400
2013,14,PHI,34,DET,20,12,8,1386482400
2013,14,PIT,28,MIA,34,12,8,1386482400
2013,14,TB,27,BUF,6,12,8,1386482400
2013,14,WAS,10,KC,45,12,8,1386482400
2013,14,DEN,51,TEN,28,12,8,1386493500
2013,14,ARI,30,STL,10,12,8,1386494700
2013,14,SD,37,NYG,14,12,8,1386494700
2013,14,SF,19,SEA,17,12,8,1386494700
2013,14,GB,22,ATL,21,12,8,1386482400
2013,14,CHI,45,DAL,28,12,9,1386596400
2013,15,DEN,20,SD,27,12,12,1386854700
2013,15,ATL,27,WAS,26,12,15,1387087200
2013,15,CLE,31,CHI,38,12,15,1387087200
2013,15,IND,25,HOU,3,12,15,1387087200
2013,15,JAC,20,BUF,27,12,15,1387087200
2013,15,MIA,24,NE,20,12,15,1387087200
2013,15,MIN,48,PHI,30,12,15,1387087200
2013,15,NYG,0,SEA,23,12,15,1387087200
